# SN t e_t_min e_t_max gr e_gr_min e_gr_max type marker 
ZTF18aapqwyv 2.111188 0.685375 0.529521 0.242970 0.368273 0.384782 normal* o 
ZTF18aapqwyv 3.032216 0.685375 0.529521 0.945111 0.297778 0.358075 normal* o 
ZTF18aapqwyv 3.974450 0.685375 0.529521 0.270548 0.168496 0.161108 normal* o 
ZTF18aapqwyv 4.973797 0.685375 0.529521 0.125119 0.193820 0.177315 normal* o 
ZTF18aapqwyv 16.227165 0.685375 0.529521 -0.131547 0.033107 0.033027 normal* o 
ZTF18aapqwyv 18.162335 0.685375 0.529521 -0.132536 0.033319 0.033304 normal* o 
ZTF18aapqwyv 19.107829 0.685375 0.529521 -0.101963 0.029150 0.028601 normal* o 
ZTF18aapqwyv 20.019225 0.685375 0.529521 -0.029062 0.038190 0.038387 normal* o 
ZTF18aapqwyv 23.876964 0.685375 0.529521 0.000452 0.025007 0.025107 normal* o 
ZTF18aapqwyv 25.771110 0.685375 0.529521 0.046246 0.037288 0.037255 normal* o 
ZTF18aapqwyv 33.292750 0.685375 0.529521 0.286094 0.141088 0.132772 normal* o 
ZTF18aapqwyv 34.233392 0.685375 0.529521 0.070252 0.160249 0.179151 normal* o 
ZTF18aapqwyv 42.709322 0.685375 0.529521 0.612423 0.112578 0.120058 normal* o 
ZTF18aapqwyv 43.683637 0.685375 0.529521 0.684401 0.135549 0.151327 normal* o 
ZTF18aapqwyv 45.577786 0.685375 0.529521 0.580539 0.129887 0.144686 normal* o 
ZTF18aapqwyv 46.526025 0.685375 0.529521 0.668933 0.136014 0.149470 normal* o 
ZTF18aapqwyv 47.501501 0.685375 0.529521 0.443351 0.158256 0.163493 normal* o 
ZTF18aapqwyv 48.389070 0.685375 0.529521 0.462870 0.104173 0.109557 normal* o 
ZTF18aapqwyv 49.363172 0.685375 0.529521 0.605823 0.165800 0.177318 normal* o 
ZTF18aapqwyv 50.292043 0.685375 0.529521 0.930037 0.194480 0.231835 normal* o 
ZTF18aapqwyv 51.204493 0.685375 0.529521 0.804967 0.130051 0.142898 normal* o 
ZTF18aapqwyv 52.203259 0.685375 0.529521 0.545314 0.133656 0.145642 normal* o 
ZTF18aapqwyv 53.149408 0.685375 0.529521 0.222913 0.131579 0.141425 normal* o 
ZTF18aapqwyv 54.070949 0.685375 0.529521 0.651014 0.201186 0.240053 normal* o 
ZTF18aapqwyv 56.889647 0.685375 0.529521 0.414671 0.251446 0.318141 normal* o 
ZTF18aapqwyv 57.891241 0.685375 0.529521 1.048926 0.202429 0.243773 normal* o 
ZTF18aapqwyv 58.805658 0.685375 0.529521 0.519713 0.188228 0.212105 normal* o 
ZTF18aapqwyv 59.722632 0.685375 0.529521 0.181274 0.196228 0.218144 normal* o 
ZTF18aapqwyv 69.236571 0.685375 0.529521 0.131975 0.192927 0.208547 normal* o 
ZTF18aapqwyv 70.181649 0.685375 0.529521 -0.069330 0.346066 0.354928 normal* o 
ZTF18aapqwyv 73.020604 0.685375 0.529521 0.123044 0.214485 0.225026 normal* o 
ZTF18aapqwyv 73.969563 0.685375 0.529521 -0.215552 0.322540 0.289331 normal* o 
ZTF18aapqwyv 74.867955 0.685375 0.529521 0.599850 0.236009 0.283392 normal* o 
ZTF18aapqwyv 75.823945 0.685375 0.529521 0.267438 0.301361 0.306581 normal* o 
ZTF18aapqwyv 79.593651 0.685375 0.529521 -0.200371 0.274565 0.252560 normal* o 
ZTF18aapqwyv 80.568695 0.685375 0.529521 -0.394160 0.353908 0.344377 normal* o 
ZTF18aapqwyv 81.530466 0.685375 0.529521 -0.487878 0.459871 0.394447 normal* o 
ZTF18aapqwyv 82.447682 0.685375 0.529521 0.821420 0.260897 0.314448 normal* o 
ZTF18aapqwyv 88.138513 0.685375 0.529521 -0.567643 0.488649 0.507783 normal* o 
ZTF18aapqwyv 97.600921 0.685375 0.529521 0.076765 0.418382 0.399854 normal* o 
ZTF18aapqwyv 98.525141 0.685375 0.529521 0.473628 0.359723 0.447488 normal* o 
ZTF18aapqwyv 99.477981 0.685375 0.529521 0.143364 0.349044 0.371717 normal* o 
ZTF18aapqwyv 133.507817 0.685375 0.529521 0.855524 0.328519 0.424692 normal* o 
ZTF18aapqwyv 134.472447 0.685375 0.529521 0.266854 0.249748 0.289398 normal* o 
ZTF18aapqwyv 136.343720 0.685375 0.529521 0.911185 0.335217 0.436904 normal* o 
ZTF18aapqwyv 139.190191 0.685375 0.529521 0.218442 0.344413 0.402101 normal* o 
ZTF18aapsedq 3.724433 0.309961 0.312010 -0.134025 0.156564 0.180778 normal* o 
ZTF18aapsedq 4.697738 0.309961 0.312010 0.190858 0.305194 0.260841 normal* o 
ZTF18aapsedq 14.017134 0.309961 0.312010 -0.195941 0.016919 0.016906 normal* o 
ZTF18aapsedq 14.942296 0.309961 0.312010 -0.177446 0.018989 0.018850 normal* o 
ZTF18aapsedq 15.895042 0.309961 0.312010 -0.173559 0.024509 0.024313 normal* o 
ZTF18aapsedq 16.875091 0.309961 0.312010 -0.256744 0.072813 0.068328 normal* o 
ZTF18aapsedq 17.746560 0.309961 0.312010 -0.222543 0.021940 0.021689 normal* o 
ZTF18aapsedq 18.699593 0.309961 0.312010 -0.203562 0.018216 0.018095 normal* o 
ZTF18aapsedq 19.638793 0.309961 0.312010 -0.205925 0.017249 0.017132 normal* o 
ZTF18aapsedq 26.135654 0.309961 0.312010 -0.158549 0.021802 0.021902 normal* o 
ZTF18aapsedq 28.927885 0.309961 0.312010 -0.138232 0.024879 0.024748 normal* o 
ZTF18aapsedq 32.687466 0.309961 0.312010 -0.244843 0.064322 0.063864 normal* o 
ZTF18aapsedq 36.381249 0.309961 0.312010 0.235842 0.098840 0.104432 normal* o 
ZTF18aapsedq 37.290342 0.309961 0.312010 0.256021 0.111015 0.113925 normal* o 
ZTF18aapsedq 39.175780 0.309961 0.312010 0.368309 0.125283 0.137797 normal* o 
ZTF18aapsedq 40.161786 0.309961 0.312010 0.520403 0.170721 0.197077 normal* o 
ZTF18aapsedq 41.977226 0.309961 0.312010 0.535706 0.051730 0.052931 normal* o 
ZTF18aapsedq 42.947332 0.309961 0.312010 0.584516 0.063060 0.063819 normal* o 
ZTF18aapsedq 43.859982 0.309961 0.312010 0.488262 0.051178 0.052180 normal* o 
ZTF18aapsedq 45.717462 0.309961 0.312010 0.666940 0.058013 0.059629 normal* o 
ZTF18aapsedq 46.643053 0.309961 0.312010 0.531930 0.076524 0.080255 normal* o 
ZTF18aapsedq 47.582457 0.309961 0.312010 0.640888 0.084211 0.088825 normal* o 
ZTF18aapsedq 48.506034 0.309961 0.312010 0.676989 0.078131 0.082665 normal* o 
ZTF18aapsedq 49.431382 0.309961 0.312010 0.666756 0.082703 0.086311 normal* o 
ZTF18aapsedq 50.380897 0.309961 0.312010 0.753608 0.166298 0.189568 normal* o 
ZTF18aapsedq 51.299009 0.309961 0.312010 0.600576 0.157699 0.173232 normal* o 
ZTF18aapsedq 52.242893 0.309961 0.312010 0.723411 0.093642 0.099544 normal* o 
ZTF18aapsedq 53.172022 0.309961 0.312010 0.726373 0.115747 0.126314 normal* o 
ZTF18aapsedq 55.064639 0.309961 0.312010 0.748836 0.134569 0.149342 normal* o 
ZTF18aapsedq 56.904709 0.309961 0.312010 0.421586 0.108698 0.115299 normal* o 
ZTF18aapsedq 57.805912 0.309961 0.312010 0.455220 0.195521 0.227803 normal* o 
ZTF18aapsedq 60.641761 0.309961 0.312010 0.483188 0.240927 0.288470 normal* o 
ZTF18aapsedq 61.547926 0.309961 0.312010 0.384228 0.252991 0.303620 normal* o 
ZTF18aapsedq 62.477926 0.309961 0.312010 0.491699 0.216010 0.246524 normal* o 
ZTF18aapsedq 63.415098 0.309961 0.312010 0.244514 0.226606 0.269703 normal* o 
ZTF18aapsedq 68.094725 0.309961 0.312010 0.394040 0.192883 0.211629 normal* o 
ZTF18aapsedq 69.999394 0.309961 0.312010 0.191666 0.273551 0.309558 normal* o 
ZTF18aapsedq 74.611487 0.309961 0.312010 0.294373 0.220831 0.239399 normal* o 
ZTF18aapsedq 75.524849 0.309961 0.312010 0.081072 0.237254 0.230483 normal* o 
ZTF18aaqcugm 4.495414 0.241607 0.221486 0.095319 0.047129 0.047226 normal o 
ZTF18aaqcugm 5.427970 0.241607 0.221486 -0.097825 0.034996 0.034538 normal o 
ZTF18aaqcugm 6.370465 0.241607 0.221486 -0.069680 0.034113 0.033968 normal o 
ZTF18aaqcugm 8.274795 0.241607 0.221486 -0.156777 0.024573 0.024660 normal o 
ZTF18aaqcugm 9.214676 0.241607 0.221486 -0.117721 0.016834 0.016826 normal o 
ZTF18aaqcugm 10.139317 0.241607 0.221486 -0.075183 0.017530 0.017398 normal o 
ZTF18aaqcugm 16.704486 0.241607 0.221486 -0.089411 0.021633 0.021332 normal o 
ZTF18aaqcugm 19.546849 0.241607 0.221486 -0.095965 0.011872 0.011960 normal o 
ZTF18aaqcugm 27.081496 0.241607 0.221486 -0.275933 0.045182 0.046405 normal o 
ZTF18aaqcugm 28.005660 0.241607 0.221486 -0.135900 0.059037 0.057084 normal o 
ZTF18aaqcugm 29.887287 0.241607 0.221486 -0.149973 0.044070 0.044890 normal o 
ZTF18aaqcugm 30.895662 0.241607 0.221486 -0.189108 0.062434 0.064891 normal o 
ZTF18aaqcugm 32.706614 0.241607 0.221486 0.052582 0.023868 0.023830 normal o 
ZTF18aaqcugm 33.710198 0.241607 0.221486 0.059676 0.045421 0.045016 normal o 
ZTF18aaqcugm 34.629153 0.241607 0.221486 0.200934 0.027658 0.027842 normal o 
ZTF18aaqcugm 39.322601 0.241607 0.221486 0.559254 0.061316 0.063146 normal o 
ZTF18aaqcugm 41.222320 0.241607 0.221486 0.629759 0.079371 0.084436 normal o 
ZTF18aaqcugm 42.148647 0.241607 0.221486 0.719389 0.080470 0.083611 normal o 
ZTF18aaqcugm 47.788150 0.241607 0.221486 0.706187 0.151309 0.170482 normal o 
ZTF18aaqcugm 52.495897 0.241607 0.221486 0.548250 0.172218 0.198776 normal o 
ZTF18aaqcugm 53.417577 0.241607 0.221486 0.336874 0.204297 0.233604 normal o 
ZTF18aaqcugm 54.379203 0.241607 0.221486 0.377705 0.180593 0.206058 normal o 
ZTF18aaqcugm 55.327813 0.241607 0.221486 0.419594 0.305393 0.402180 normal o 
ZTF18aaqcugm 59.062732 0.241607 0.221486 0.329350 0.197714 0.228800 normal o 
ZTF18aaqcugm 65.651811 0.241607 0.221486 0.624288 0.183964 0.203717 normal o 
ZTF18aaqcugm 69.435047 0.241607 0.221486 0.281587 0.151034 0.166814 normal o 
ZTF18aaqcugm 71.331851 0.241607 0.221486 0.280913 0.279943 0.355343 normal o 
ZTF18aaqcugm 72.248964 0.241607 0.221486 0.083352 0.186816 0.209743 normal o 
ZTF18aaqcugm 82.616638 0.241607 0.221486 -0.520326 0.301901 0.318047 normal o 
ZTF18aaqcugm 91.049654 0.241607 0.221486 0.063689 0.395468 0.335117 normal o 
ZTF18aaqcugm 93.890496 0.241607 0.221486 0.127665 0.388428 0.362023 normal o 
ZTF18aaqqoqs 3.296235 0.232518 0.229483 -0.020161 0.251332 0.243394 99aa-like D 
ZTF18aaqqoqs 4.243773 0.232518 0.229483 -0.270901 0.179564 0.163794 99aa-like D 
ZTF18aaqqoqs 6.103488 0.232518 0.229483 -0.058576 0.099894 0.096129 99aa-like D 
ZTF18aaqqoqs 7.015683 0.232518 0.229483 -0.064480 0.051219 0.050696 99aa-like D 
ZTF18aaqqoqs 7.937296 0.232518 0.229483 -0.098150 0.042727 0.041542 99aa-like D 
ZTF18aaqqoqs 14.365877 0.232518 0.229483 -0.169611 0.032000 0.031076 99aa-like D 
ZTF18aaqqoqs 17.162668 0.232518 0.229483 -0.191320 0.017446 0.017201 99aa-like D 
ZTF18aaqqoqs 24.550671 0.232518 0.229483 -0.027958 0.045387 0.046266 99aa-like D 
ZTF18aaqqoqs 25.466081 0.232518 0.229483 -0.159152 0.051910 0.051328 99aa-like D 
ZTF18aaqqoqs 27.302157 0.232518 0.229483 -0.103315 0.045954 0.046895 99aa-like D 
ZTF18aaqqoqs 28.289264 0.232518 0.229483 -0.114575 0.053626 0.053921 99aa-like D 
ZTF18aaqqoqs 30.067680 0.232518 0.229483 -0.182229 0.021582 0.021397 99aa-like D 
ZTF18aaqqoqs 31.048765 0.232518 0.229483 -0.165645 0.036787 0.036063 99aa-like D 
ZTF18aaqqoqs 31.955363 0.232518 0.229483 -0.199259 0.024756 0.024491 99aa-like D 
ZTF18aaqqoqs 34.725778 0.232518 0.229483 -0.108991 0.029249 0.029260 99aa-like D 
ZTF18aaqqoqs 35.653287 0.232518 0.229483 -0.137195 0.031020 0.031291 99aa-like D 
ZTF18aaqqoqs 36.552786 0.232518 0.229483 -0.149336 0.054131 0.054352 99aa-like D 
ZTF18aaqqoqs 44.877230 0.232518 0.229483 0.452039 0.092175 0.096043 99aa-like D 
ZTF18aaqqoqs 50.411056 0.232518 0.229483 0.465923 0.097022 0.102059 99aa-like D 
ZTF18aaqqoqs 51.346971 0.232518 0.229483 0.674081 0.179272 0.207851 99aa-like D 
ZTF18aaqqoqs 54.122963 0.232518 0.229483 0.426357 0.174242 0.193725 99aa-like D 
ZTF18aaqqoqs 55.920945 0.232518 0.229483 0.659940 0.160368 0.176646 99aa-like D 
ZTF18aaqqoqs 60.576991 0.232518 0.229483 0.723750 0.149567 0.153614 99aa-like D 
ZTF18aaqqoqs 61.476501 0.232518 0.229483 0.835489 0.310357 0.363167 99aa-like D 
ZTF18aaqqoqs 67.975729 0.232518 0.229483 -0.236962 0.302890 0.336523 99aa-like D 
ZTF18aaqqoqs 90.114151 0.232518 0.229483 0.021903 0.352174 0.373501 99aa-like D 
ZTF18aarldnh 3.841591 0.641208 0.566548 0.397324 0.371621 0.403853 normal o 
ZTF18aarldnh 4.713068 0.641208 0.566548 0.558337 0.254652 0.257438 normal o 
ZTF18aarldnh 5.606587 0.641208 0.566548 0.031320 0.279368 0.244100 normal o 
ZTF18aarldnh 7.451109 0.641208 0.566548 -0.098171 0.128118 0.126819 normal o 
ZTF18aarldnh 8.336093 0.641208 0.566548 -0.109980 0.064742 0.063702 normal o 
ZTF18aarldnh 9.240813 0.641208 0.566548 -0.078186 0.054737 0.053434 normal o 
ZTF18aarldnh 18.237728 0.641208 0.566548 -0.122450 0.078169 0.077233 normal o 
ZTF18aarldnh 21.875663 0.641208 0.566548 -0.082363 0.066846 0.067587 normal o 
ZTF18aarldnh 22.799751 0.641208 0.566548 -0.153074 0.087922 0.087462 normal o 
ZTF18aarldnh 26.419701 0.641208 0.566548 -0.159640 0.151804 0.151803 normal o 
ZTF18aarldnh 28.185621 0.641208 0.566548 0.065184 0.109771 0.115571 normal o 
ZTF18aarldnh 29.156260 0.641208 0.566548 -0.049243 0.172732 0.184036 normal o 
ZTF18aarldnh 30.867134 0.641208 0.566548 0.031736 0.128128 0.129114 normal o 
ZTF18aarldnh 31.862294 0.641208 0.566548 0.213169 0.158415 0.146454 normal o 
ZTF18aarldnh 37.185110 0.641208 0.566548 1.061211 0.281777 0.347156 normal o 
ZTF18aasdted 1.254780 0.097570 0.090577 -0.069721 0.043279 0.042775 normal o 
ZTF18aasdted 6.204842 0.097570 0.090577 -0.289906 0.009998 0.009943 normal o 
ZTF18aasdted 9.100920 0.097570 0.090577 -0.211078 0.009001 0.009004 normal o 
ZTF18aasdted 12.048520 0.097570 0.090577 -0.253093 0.013004 0.012910 normal o 
ZTF18aasdted 15.000346 0.097570 0.090577 -0.257871 0.019268 0.019330 normal o 
ZTF18aasdted 15.989195 0.097570 0.090577 -0.216833 0.017173 0.017033 normal o 
ZTF18aasdted 16.951935 0.097570 0.090577 -0.232449 0.017061 0.016969 normal o 
ZTF18aasdted 19.898809 0.097570 0.090577 -0.085918 0.011062 0.011094 normal o 
ZTF18aasdted 22.826213 0.097570 0.090577 -0.032872 0.009564 0.009651 normal o 
ZTF18aasdted 25.836997 0.097570 0.090577 -0.129467 0.011240 0.011103 normal o 
ZTF18aasdted 29.712573 0.097570 0.090577 -0.165942 0.008854 0.008874 normal o 
ZTF18aasdted 31.653897 0.097570 0.090577 -0.164891 0.007485 0.007371 normal o 
ZTF18aasdted 32.653156 0.097570 0.090577 -0.173009 0.006706 0.006630 normal o 
ZTF18aasdted 33.602861 0.097570 0.090577 -0.138020 0.008624 0.008709 normal o 
ZTF18aasdted 34.579347 0.097570 0.090577 -0.093279 0.007012 0.006968 normal o 
ZTF18aasdted 35.601738 0.097570 0.090577 -0.043863 0.009284 0.009234 normal o 
ZTF18aasdted 36.567362 0.097570 0.090577 0.028294 0.008778 0.008805 normal o 
ZTF18aasdted 37.530703 0.097570 0.090577 0.075062 0.011421 0.011453 normal o 
ZTF18aasdted 41.482536 0.097570 0.090577 0.350254 0.009340 0.009417 normal o 
ZTF18aasdted 42.452142 0.097570 0.090577 0.399340 0.014158 0.014053 normal o 
ZTF18aasdted 43.379934 0.097570 0.090577 0.410964 0.011281 0.011230 normal o 
ZTF18aasdted 44.422521 0.097570 0.090577 0.507917 0.010692 0.010630 normal o 
ZTF18aasdted 45.366820 0.097570 0.090577 0.595399 0.012575 0.012647 normal o 
ZTF18aasdted 46.329597 0.097570 0.090577 0.613856 0.010612 0.010653 normal o 
ZTF18aasdted 47.331257 0.097570 0.090577 0.650393 0.016461 0.016555 normal o 
ZTF18aasdted 48.303350 0.097570 0.090577 0.741841 0.017554 0.017722 normal o 
ZTF18aasdted 50.288173 0.097570 0.090577 0.709900 0.025362 0.026039 normal o 
ZTF18aasdted 51.232560 0.097570 0.090577 0.752001 0.018456 0.018543 normal o 
ZTF18aasdted 52.229820 0.097570 0.090577 0.711003 0.018113 0.018003 normal o 
ZTF18aasdted 54.200213 0.097570 0.090577 0.787477 0.016023 0.016115 normal o 
ZTF18aasdted 56.245978 0.097570 0.090577 0.728200 0.018237 0.018429 normal o 
ZTF18aasdted 57.148032 0.097570 0.090577 0.738991 0.013659 0.013769 normal o 
ZTF18aasdted 58.146162 0.097570 0.090577 0.686907 0.014165 0.014152 normal o 
ZTF18aasdted 60.081191 0.097570 0.090577 0.689039 0.016509 0.016602 normal o 
ZTF18aasdted 61.050601 0.097570 0.090577 0.696397 0.018127 0.018050 normal o 
ZTF18aasdted 63.122371 0.097570 0.090577 0.570177 0.030103 0.029599 normal o 
ZTF18aasdted 64.051892 0.097570 0.090577 0.586207 0.022294 0.022473 normal o 
ZTF18aasdted 65.029898 0.097570 0.090577 0.607641 0.023946 0.023884 normal o 
ZTF18aasdted 65.970652 0.097570 0.090577 0.653849 0.028449 0.028402 normal o 
ZTF18aasdted 66.956173 0.097570 0.090577 0.590294 0.019889 0.020077 normal o 
ZTF18aasdted 67.989783 0.097570 0.090577 0.621531 0.040776 0.042023 normal o 
ZTF18aasdted 68.945427 0.097570 0.090577 0.601239 0.025872 0.025870 normal o 
ZTF18aasdted 70.991823 0.097570 0.090577 0.561019 0.019354 0.019583 normal o 
ZTF18aasdted 71.888850 0.097570 0.090577 0.527733 0.021677 0.021733 normal o 
ZTF18aasdted 72.857141 0.097570 0.090577 0.466535 0.023577 0.023686 normal o 
ZTF18aasdted 73.886495 0.097570 0.090577 0.465452 0.019831 0.019972 normal o 
ZTF18aasdted 74.769749 0.097570 0.090577 0.458350 0.020691 0.021032 normal o 
ZTF18aasdted 75.857388 0.097570 0.090577 0.410198 0.026646 0.026528 normal o 
ZTF18aasdted 76.788741 0.097570 0.090577 0.436411 0.041645 0.041360 normal o 
ZTF18aasdted 77.709539 0.097570 0.090577 0.419324 0.039041 0.039801 normal o 
ZTF18aasdted 78.751712 0.097570 0.090577 0.407092 0.041398 0.042818 normal o 
ZTF18aasdted 79.715227 0.097570 0.090577 0.338987 0.043833 0.045105 normal o 
ZTF18aasdted 80.692380 0.097570 0.090577 0.160703 0.039466 0.040015 normal o 
ZTF18aasdted 81.767060 0.097570 0.090577 0.285126 0.073131 0.077149 normal o 
ZTF18aasdted 82.671177 0.097570 0.090577 0.376036 0.026017 0.026211 normal o 
ZTF18aasdted 83.613318 0.097570 0.090577 0.317623 0.021567 0.021686 normal o 
ZTF18aasdted 84.613675 0.097570 0.090577 0.414048 0.032765 0.032820 normal o 
ZTF18aasdted 86.644155 0.097570 0.090577 0.318928 0.040473 0.040594 normal o 
ZTF18aasdted 89.611933 0.097570 0.090577 0.216893 0.038162 0.038674 normal o 
ZTF18aasdted 92.473764 0.097570 0.090577 0.065317 0.072578 0.074926 normal o 
ZTF18aasdted 95.479107 0.097570 0.090577 0.197449 0.044537 0.044735 normal o 
ZTF18aasdted 101.285266 0.097570 0.090577 0.008240 0.027049 0.027387 normal o 
ZTF18aasdted 102.269746 0.097570 0.090577 -0.008212 0.029888 0.030064 normal o 
ZTF18aasdted 103.245811 0.097570 0.090577 0.026528 0.034986 0.035119 normal o 
ZTF18aasdted 104.256995 0.097570 0.090577 -0.028623 0.036910 0.037306 normal o 
ZTF18aasdted 112.090319 0.097570 0.090577 -0.076389 0.055606 0.056667 normal o 
ZTF18aasdted 113.053596 0.097570 0.090577 -0.189061 0.043187 0.043115 normal o 
ZTF18aasdted 114.017114 0.097570 0.090577 -0.115611 0.031199 0.030844 normal o 
ZTF18aasdted 115.974718 0.097570 0.090577 -0.222823 0.037178 0.037019 normal o 
ZTF18aasdted 116.989052 0.097570 0.090577 -0.167708 0.030712 0.030855 normal o 
ZTF18aasdted 118.941157 0.097570 0.090577 -0.127072 0.040523 0.040643 normal o 
ZTF18aasdted 119.919237 0.097570 0.090577 -0.202438 0.032681 0.032385 normal o 
ZTF18aasdted 120.906326 0.097570 0.090577 -0.243384 0.035721 0.036151 normal o 
ZTF18aasdted 121.874225 0.097570 0.090577 -0.233847 0.040259 0.039630 normal o 
ZTF18aasdted 122.860527 0.097570 0.090577 -0.253050 0.033276 0.033295 normal o 
ZTF18aasdted 123.844056 0.097570 0.090577 -0.274510 0.038719 0.038556 normal o 
ZTF18aasdted 124.820245 0.097570 0.090577 -0.338679 0.048193 0.048771 normal o 
ZTF18aasdted 125.806965 0.097570 0.090577 -0.250328 0.037233 0.037069 normal o 
ZTF18aasdted 126.798791 0.097570 0.090577 -0.246560 0.056396 0.055850 normal o 
ZTF18aasdted 127.783162 0.097570 0.090577 -0.390671 0.057193 0.056303 normal o 
ZTF18aasdted 128.751341 0.097570 0.090577 -0.390257 0.042119 0.042200 normal o 
ZTF18aasdted 129.727021 0.097570 0.090577 -0.346131 0.050440 0.049769 normal o 
ZTF18aasdted 130.726174 0.097570 0.090577 -0.404381 0.057752 0.057256 normal o 
ZTF18aasdted 132.649699 0.097570 0.090577 -0.404380 0.067307 0.067453 normal o 
ZTF18aasdted 133.644385 0.097570 0.090577 -0.542136 0.083163 0.081268 normal o 
ZTF18aasdted 134.616385 0.097570 0.090577 -0.341005 0.089987 0.091320 normal o 
ZTF18aasdted 135.637802 0.097570 0.090577 -0.534760 0.094250 0.094467 normal o 
ZTF18aasdted 136.588628 0.097570 0.090577 -0.546348 0.111797 0.110978 normal o 
ZTF18aasdted 137.584660 0.097570 0.090577 -0.481011 0.122849 0.116713 normal o 
ZTF18aasdted 138.545318 0.097570 0.090577 -0.413935 0.084717 0.086716 normal o 
ZTF18aasdted 139.527476 0.097570 0.090577 -0.344988 0.090217 0.087666 normal o 
ZTF18aasdted 140.545778 0.097570 0.090577 -0.569889 0.098443 0.095141 normal o 
ZTF18aasdted 141.498206 0.097570 0.090577 -0.535198 0.063056 0.060772 normal o 
ZTF18aasdted 151.311354 0.097570 0.090577 -0.548577 0.091843 0.092906 normal o 
ZTF18aasdted 175.816260 0.097570 0.090577 -0.677424 0.266666 0.294645 normal o 
ZTF18aasdted 177.778184 0.097570 0.090577 -0.992625 0.429536 0.342646 normal o 
ZTF18aasdted 178.756502 0.097570 0.090577 -1.050634 0.302763 0.277694 normal o 
ZTF18aasdted 180.725663 0.097570 0.090577 -0.917970 0.174093 0.157612 normal o 
ZTF18aasdted 183.668055 0.097570 0.090577 -0.658811 0.283935 0.308181 normal o 
ZTF18aaslhxt 2.153315 0.091437 0.091059 -0.144772 0.237379 0.214164 normal o 
ZTF18aaslhxt 3.104322 0.091437 0.091059 -0.011225 0.089149 0.086990 normal o 
ZTF18aaslhxt 7.872000 0.091437 0.091059 -0.188436 0.015504 0.015412 normal o 
ZTF18aaslhxt 9.789882 0.091437 0.091059 -0.210223 0.022617 0.022357 normal o 
ZTF18aaslhxt 10.699602 0.091437 0.091059 -0.191849 0.010779 0.010718 normal o 
ZTF18aaslhxt 13.524322 0.091437 0.091059 -0.302632 0.024820 0.024452 normal o 
ZTF18aaslhxt 14.510136 0.091437 0.091059 -0.269912 0.041475 0.040964 normal o 
ZTF18aaslhxt 16.406975 0.091437 0.091059 -0.215724 0.028437 0.028189 normal o 
ZTF18aaslhxt 17.317658 0.091437 0.091059 -0.166538 0.030645 0.030577 normal o 
ZTF18aaslhxt 18.278370 0.091437 0.091059 -0.279283 0.038038 0.036962 normal o 
ZTF18aaslhxt 21.109602 0.091437 0.091059 -0.182944 0.014193 0.014264 normal o 
ZTF18aaslhxt 22.065346 0.091437 0.091059 -0.217116 0.048262 0.049399 normal o 
ZTF18aaslhxt 23.047481 0.091437 0.091059 -0.148733 0.030222 0.031040 normal o 
ZTF18aaslhxt 23.917120 0.091437 0.091059 -0.151435 0.023055 0.023236 normal o 
ZTF18aaslhxt 26.818316 0.091437 0.091059 -0.284859 0.015299 0.015309 normal o 
ZTF18aaslhxt 27.709104 0.091437 0.091059 -0.184917 0.017650 0.017666 normal o 
ZTF18aaslhxt 28.651537 0.091437 0.091059 -0.244257 0.012093 0.012073 normal o 
ZTF18aaslhxt 30.583207 0.091437 0.091059 -0.252486 0.013105 0.013085 normal o 
ZTF18aaslhxt 31.519194 0.091437 0.091059 -0.226591 0.013562 0.013627 normal o 
ZTF18aaslhxt 32.446478 0.091437 0.091059 -0.219724 0.012117 0.012276 normal o 
ZTF18aaslhxt 33.408202 0.091437 0.091059 -0.179733 0.017789 0.017849 normal o 
ZTF18aaslhxt 34.359803 0.091437 0.091059 -0.077374 0.014620 0.014722 normal o 
ZTF18aaslhxt 35.304205 0.091437 0.091059 -0.038287 0.014139 0.014193 normal o 
ZTF18aaslhxt 36.251506 0.091437 0.091059 0.018643 0.017885 0.017789 normal o 
ZTF18aaslhxt 37.204877 0.091437 0.091059 0.087116 0.016795 0.017007 normal o 
ZTF18aaslhxt 38.129323 0.091437 0.091059 0.176089 0.019830 0.020050 normal o 
ZTF18aaslhxt 39.112568 0.091437 0.091059 0.236299 0.020225 0.020410 normal o 
ZTF18aaslhxt 40.029534 0.091437 0.091059 0.312829 0.021356 0.021792 normal o 
ZTF18aaslhxt 40.989953 0.091437 0.091059 0.323727 0.039646 0.040535 normal o 
ZTF18aaslhxt 41.928416 0.091437 0.091059 0.461576 0.024734 0.024958 normal o 
ZTF18aaslhxt 42.882951 0.091437 0.091059 0.521209 0.029432 0.029705 normal o 
ZTF18aaslhxt 43.845464 0.091437 0.091059 0.567894 0.023371 0.023844 normal o 
ZTF18aaslhxt 44.752497 0.091437 0.091059 0.593866 0.036737 0.037838 normal o 
ZTF18aaslhxt 45.696732 0.091437 0.091059 0.593327 0.041678 0.043005 normal o 
ZTF18aaslhxt 46.647692 0.091437 0.091059 0.618728 0.052195 0.054576 normal o 
ZTF18aaslhxt 47.580018 0.091437 0.091059 0.638991 0.057107 0.060099 normal o 
ZTF18aaslhxt 48.551725 0.091437 0.091059 0.733835 0.053100 0.055714 normal o 
ZTF18aaslhxt 49.521988 0.091437 0.091059 0.729256 0.093725 0.102184 normal o 
ZTF18aaslhxt 50.455004 0.091437 0.091059 0.843181 0.143164 0.161985 normal o 
