# SN t e_t_min e_t_max gr e_gr_min e_gr_max type marker 
ZTF18aaxdrjn 30.564266 0.129581 0.128154 0.307005 0.018222 0.018406 normal o 
ZTF18aaxdrjn 36.332178 0.129581 0.128154 0.839672 0.040868 0.041803 normal o 
ZTF18aaxdrjn 42.138791 0.129581 0.128154 0.760591 0.073418 0.076537 normal o 
ZTF18aaxdrjn 56.651616 0.129581 0.128154 0.798151 0.257383 0.316568 normal o 
ZTF18aaxdrjn 57.639485 0.129581 0.128154 0.325407 0.121897 0.130593 normal o 
ZTF18aaxdrjn 71.148912 0.129581 0.128154 0.563818 0.174526 0.172175 normal o 
ZTF18aaxdrjn 172.041352 0.129581 0.128154 -0.400365 0.498207 0.498636 normal o 
ZTF18aaxqyki 3.699517 0.542034 0.487927 -0.543555 0.309544 0.332368 normal o 
ZTF18aaxqyki 5.481125 0.542034 0.487927 -0.087899 0.082919 0.081188 normal o 
ZTF18aaxqyki 6.429731 0.542034 0.487927 -0.170599 0.069076 0.068213 normal o 
ZTF18aaxqyki 7.317626 0.542034 0.487927 -0.158226 0.049192 0.047457 normal o 
ZTF18aaxqyki 9.137305 0.542034 0.487927 -0.244492 0.036596 0.036077 normal o 
ZTF18aaxqyki 10.074655 0.542034 0.487927 -0.205801 0.035447 0.034729 normal o 
ZTF18aaxqyki 10.926450 0.542034 0.487927 -0.164327 0.028181 0.028071 normal o 
ZTF18aaxqyki 11.863066 0.542034 0.487927 -0.116453 0.031502 0.032072 normal o 
ZTF18aaxqyki 12.746570 0.542034 0.487927 -0.212534 0.025271 0.024905 normal o 
ZTF18aaxqyki 13.649243 0.542034 0.487927 -0.224121 0.028355 0.028474 normal o 
ZTF18aaxqyki 14.575798 0.542034 0.487927 -0.226763 0.029332 0.029111 normal o 
ZTF18aaxqyki 15.493663 0.542034 0.487927 -0.168025 0.023999 0.023689 normal o 
ZTF18aaxqyki 16.369831 0.542034 0.487927 -0.146232 0.022482 0.022359 normal o 
ZTF18aaxqyki 18.206534 0.542034 0.487927 -0.151246 0.021959 0.021799 normal o 
ZTF18aaxqyki 20.044197 0.542034 0.487927 -0.106863 0.024920 0.024923 normal o 
ZTF18aaxqyki 20.908756 0.542034 0.487927 -0.127620 0.034821 0.034120 normal o 
ZTF18aaxqyki 21.817041 0.542034 0.487927 -0.112600 0.030674 0.030769 normal o 
ZTF18aaxqyki 23.645506 0.542034 0.487927 -0.138213 0.035145 0.034933 normal o 
ZTF18aaxqyki 24.527012 0.542034 0.487927 -0.152038 0.041350 0.041756 normal o 
ZTF18aaxqyki 25.444837 0.542034 0.487927 -0.181081 0.047261 0.047476 normal o 
ZTF18aaxqyki 26.356590 0.542034 0.487927 -0.330801 0.057624 0.058556 normal o 
ZTF18aaxqyki 27.260197 0.542034 0.487927 -0.212337 0.130047 0.143921 normal o 
ZTF18aaxqyki 29.087432 0.542034 0.487927 -0.200698 0.065501 0.065468 normal o 
ZTF18aaxqyki 30.023269 0.542034 0.487927 -0.219242 0.061717 0.060058 normal o 
ZTF18aaxqyki 30.945240 0.542034 0.487927 -0.306312 0.058734 0.057351 normal o 
ZTF18aaxqyki 31.852491 0.542034 0.487927 -0.288220 0.057208 0.057430 normal o 
ZTF18aaxqyki 32.740180 0.542034 0.487927 -0.284218 0.061537 0.060638 normal o 
ZTF18aaxqyki 34.554893 0.542034 0.487927 -0.159912 0.049446 0.049148 normal o 
ZTF18aaxqyki 35.452616 0.542034 0.487927 -0.218153 0.056017 0.055219 normal o 
ZTF18aaxqyki 36.378399 0.542034 0.487927 -0.116117 0.073255 0.072184 normal o 
ZTF18aaxqyki 37.273911 0.542034 0.487927 0.009516 0.052890 0.053898 normal o 
ZTF18aaxqyki 38.192967 0.542034 0.487927 0.015820 0.055082 0.055428 normal o 
ZTF18aaxqyki 40.885025 0.542034 0.487927 0.263703 0.088255 0.093248 normal o 
ZTF18aaxqyki 41.829112 0.542034 0.487927 0.355726 0.111768 0.120183 normal o 
ZTF18aaxqyki 45.493654 0.542034 0.487927 0.559597 0.172693 0.189206 normal o 
ZTF18aaxqyki 48.140629 0.542034 0.487927 0.554958 0.190363 0.220145 normal o 
ZTF18aaxqyki 49.081011 0.542034 0.487927 0.954662 0.266859 0.336365 normal o 
ZTF18aaxqyki 49.965818 0.542034 0.487927 0.166782 0.207669 0.244292 normal o 
ZTF18aaxqyki 50.879448 0.542034 0.487927 0.067429 0.168405 0.188760 normal o 
ZTF18aaxqyki 53.598045 0.542034 0.487927 0.687229 0.280900 0.356881 normal o 
ZTF18aaxqyki 54.542236 0.542034 0.487927 0.017867 0.489626 0.473949 normal o 
ZTF18aaxqyki 58.208448 0.542034 0.487927 0.149626 0.268645 0.283959 normal o 
ZTF18aaxqyki 59.063372 0.542034 0.487927 0.393851 0.237744 0.285711 normal o 
ZTF18aaxqyki 59.976397 0.542034 0.487927 0.839399 0.244612 0.267907 normal o 
ZTF18aaxqyki 64.475263 0.542034 0.487927 -0.141983 0.338060 0.362158 normal o 
ZTF18aaxqyki 75.408886 0.542034 0.487927 -0.335409 0.315545 0.316311 normal o 
ZTF18aaxqyki 86.299302 0.542034 0.487927 -0.580669 0.409912 0.347423 normal o 
ZTF18aaxqyki 91.752303 0.542034 0.487927 -0.293081 0.399120 0.391234 normal o 
ZTF18aaxqyki 96.288907 0.542034 0.487927 0.374447 0.436268 0.482809 normal o 
ZTF18aaxsioa 3.389304 0.067658 0.066634 -0.019403 0.061765 0.061025 normal* o 
ZTF18aaxsioa 4.358160 0.067658 0.066634 0.022194 0.041277 0.040882 normal* o 
ZTF18aaxsioa 5.307649 0.067658 0.066634 -0.004349 0.027811 0.027625 normal* o 
ZTF18aaxsioa 7.286596 0.067658 0.066634 -0.096719 0.019663 0.019456 normal* o 
ZTF18aaxsioa 8.271239 0.067658 0.066634 -0.088704 0.018753 0.018742 normal* o 
ZTF18aaxsioa 9.224348 0.067658 0.066634 -0.082410 0.015732 0.015455 normal* o 
ZTF18aaxsioa 10.178058 0.067658 0.066634 -0.122570 0.015098 0.015035 normal* o 
ZTF18aaxsioa 11.124168 0.067658 0.066634 -0.118469 0.016449 0.016064 normal* o 
ZTF18aaxsioa 12.111514 0.067658 0.066634 -0.120830 0.012782 0.012711 normal* o 
ZTF18aaxsioa 13.100201 0.067658 0.066634 -0.112911 0.016464 0.016149 normal* o 
ZTF18aaxsioa 14.052795 0.067658 0.066634 -0.134619 0.015447 0.015379 normal* o 
ZTF18aaxsioa 14.998696 0.067658 0.066634 -0.139853 0.012926 0.012956 normal* o 
ZTF18aaxsioa 16.956081 0.067658 0.066634 -0.156437 0.017394 0.017369 normal* o 
ZTF18aaxsioa 17.921134 0.067658 0.066634 -0.153948 0.013864 0.013971 normal* o 
ZTF18aaxsioa 18.916348 0.067658 0.066634 -0.123186 0.016642 0.016432 normal* o 
ZTF18aaxsioa 19.844704 0.067658 0.066634 -0.105384 0.017819 0.017602 normal* o 
ZTF18aaxsioa 20.810802 0.067658 0.066634 -0.120110 0.015778 0.015670 normal* o 
ZTF18aaxsioa 21.805432 0.067658 0.066634 -0.103491 0.018708 0.018555 normal* o 
ZTF18aaxsioa 22.751618 0.067658 0.066634 -0.124316 0.019728 0.019820 normal* o 
ZTF18aaxsioa 23.699220 0.067658 0.066634 -0.110691 0.016364 0.016127 normal* o 
ZTF18aaxsioa 24.678678 0.067658 0.066634 -0.140758 0.021651 0.021299 normal* o 
ZTF18aaxsioa 25.646589 0.067658 0.066634 -0.094514 0.020671 0.020883 normal* o 
ZTF18aaxsioa 27.615636 0.067658 0.066634 0.000413 0.030506 0.030367 normal* o 
ZTF18aaxsioa 28.547935 0.067658 0.066634 -0.027487 0.024865 0.024712 normal* o 
ZTF18aaxsioa 29.530183 0.067658 0.066634 0.074117 0.019537 0.019451 normal* o 
ZTF18aaxsioa 30.510338 0.067658 0.066634 0.197030 0.020621 0.020124 normal* o 
ZTF18aaxsioa 31.479585 0.067658 0.066634 0.235456 0.019769 0.019753 normal* o 
ZTF18aaxsioa 34.376456 0.067658 0.066634 0.534765 0.022604 0.022727 normal* o 
ZTF18aaxsioa 35.352779 0.067658 0.066634 0.536450 0.019509 0.019292 normal* o 
ZTF18aaxsioa 36.289768 0.067658 0.066634 0.636934 0.030573 0.031001 normal* o 
ZTF18aaxsioa 37.260623 0.067658 0.066634 0.724322 0.022585 0.022515 normal* o 
ZTF18aaxsioa 38.246622 0.067658 0.066634 0.760364 0.023820 0.023699 normal* o 
ZTF18aaxsioa 41.122827 0.067658 0.066634 0.813165 0.035030 0.035274 normal* o 
ZTF18aaxsioa 42.108819 0.067658 0.066634 0.824297 0.033073 0.033824 normal* o 
ZTF18aaxsioa 43.105039 0.067658 0.066634 0.820056 0.045295 0.044741 normal* o 
ZTF18aaxsioa 44.046874 0.067658 0.066634 0.824704 0.029432 0.029700 normal* o 
ZTF18aaxsioa 45.106627 0.067658 0.066634 0.826668 0.068222 0.071277 normal* o 
ZTF18aaxsioa 46.030704 0.067658 0.066634 0.736795 0.069055 0.070358 normal* o 
ZTF18aaxsioa 48.865183 0.067658 0.066634 0.714765 0.069081 0.071497 normal* o 
ZTF18aaxsioa 49.873690 0.067658 0.066634 0.683510 0.065815 0.067452 normal* o 
ZTF18aaxsioa 50.841346 0.067658 0.066634 0.666515 0.062277 0.064172 normal* o 
ZTF18aaxsioa 51.777267 0.067658 0.066634 0.708899 0.056656 0.058249 normal* o 
ZTF18aaxsioa 52.819881 0.067658 0.066634 0.766371 0.089348 0.093067 normal* o 
ZTF18aaxsioa 53.735666 0.067658 0.066634 0.527226 0.096763 0.101187 normal* o 
ZTF18aaxsioa 54.677598 0.067658 0.066634 0.622973 0.099646 0.107239 normal* o 
ZTF18aaxsioa 55.663470 0.067658 0.066634 0.464268 0.126717 0.132249 normal* o 
ZTF18aaxsioa 56.654146 0.067658 0.066634 0.397969 0.134551 0.141108 normal* o 
ZTF18aaxsioa 57.617446 0.067658 0.066634 0.388991 0.103189 0.101385 normal* o 
ZTF18aaxsioa 58.605600 0.067658 0.066634 0.504946 0.162988 0.183793 normal* o 
ZTF18aaxsioa 59.554038 0.067658 0.066634 0.510136 0.066368 0.065348 normal* o 
ZTF18aaxsioa 60.501291 0.067658 0.066634 0.551861 0.061793 0.063498 normal* o 
ZTF18aaxsioa 61.487241 0.067658 0.066634 0.458090 0.055331 0.054706 normal* o 
ZTF18aaxsioa 63.358216 0.067658 0.066634 0.473095 0.089190 0.090959 normal* o 
ZTF18aaxsioa 66.277536 0.067658 0.066634 0.444438 0.094309 0.095146 normal* o 
ZTF18aaxsioa 69.250085 0.067658 0.066634 0.678748 0.243282 0.298709 normal* o 
ZTF18aaxsioa 72.076467 0.067658 0.066634 0.294029 0.113543 0.114743 normal* o 
ZTF18aaxsioa 74.983236 0.067658 0.066634 0.187256 0.129254 0.129358 normal* o 
ZTF18aaxsioa 77.939205 0.067658 0.066634 0.233512 0.087092 0.087472 normal* o 
ZTF18aaxsioa 78.922164 0.067658 0.066634 0.041451 0.100357 0.100685 normal* o 
ZTF18aaxsioa 79.883252 0.067658 0.066634 0.020134 0.098425 0.101420 normal* o 
ZTF18aaxsioa 80.841377 0.067658 0.066634 0.225951 0.124640 0.127625 normal* o 
ZTF18aaxsioa 89.565103 0.067658 0.066634 0.144165 0.152298 0.138151 normal* o 
ZTF18aaxsioa 90.511514 0.067658 0.066634 0.119772 0.082808 0.082841 normal* o 
ZTF18aaxsioa 91.505312 0.067658 0.066634 0.150532 0.155117 0.146265 normal* o 
ZTF18aaxsioa 92.452675 0.067658 0.066634 0.069877 0.113204 0.108888 normal* o 
ZTF18aaxsioa 93.431498 0.067658 0.066634 0.025390 0.099113 0.097039 normal* o 
ZTF18aaxsioa 95.383316 0.067658 0.066634 0.170865 0.128102 0.127463 normal* o 
ZTF18aaxsioa 96.328079 0.067658 0.066634 -0.118093 0.104728 0.100935 normal* o 
ZTF18aaxsioa 97.312250 0.067658 0.066634 -0.164097 0.132704 0.128557 normal* o 
ZTF18aaxsioa 98.274909 0.067658 0.066634 -0.022558 0.122558 0.116469 normal* o 
ZTF18aaxsioa 99.236800 0.067658 0.066634 -0.035315 0.114154 0.110275 normal* o 
ZTF18aaxsioa 100.214702 0.067658 0.066634 -0.056926 0.133225 0.128231 normal* o 
ZTF18aaxsioa 101.177780 0.067658 0.066634 -0.246203 0.193142 0.181373 normal* o 
ZTF18aaxsioa 102.144088 0.067658 0.066634 -0.201105 0.130311 0.126172 normal* o 
ZTF18aaxsioa 103.152567 0.067658 0.066634 -0.478365 0.213659 0.190359 normal* o 
ZTF18aaxsioa 104.099421 0.067658 0.066634 -0.291021 0.194432 0.187411 normal* o 
ZTF18aaxsioa 105.057148 0.067658 0.066634 -0.188335 0.168882 0.166636 normal* o 
ZTF18aaxsioa 106.028661 0.067658 0.066634 -0.082637 0.239420 0.218155 normal* o 
ZTF18aaxsioa 107.015849 0.067658 0.066634 -0.259242 0.251063 0.225848 normal* o 
ZTF18aaxsioa 108.911480 0.067658 0.066634 -0.305489 0.222743 0.214068 normal* o 
ZTF18aaxsioa 109.886096 0.067658 0.066634 -0.247555 0.302995 0.307478 normal* o 
ZTF18aaxsioa 110.853299 0.067658 0.066634 -0.116360 0.300595 0.300182 normal* o 
ZTF18aaxsioa 111.856565 0.067658 0.066634 0.265308 0.378976 0.455353 normal* o 
ZTF18aaxsioa 112.791370 0.067658 0.066634 -0.073324 0.365567 0.337015 normal* o 
ZTF18aaxsioa 114.742730 0.067658 0.066634 -0.342307 0.407887 0.463248 normal* o 
ZTF18aaxsioa 115.700668 0.067658 0.066634 -0.337968 0.399579 0.318406 normal* o 
ZTF18aaxsioa 116.679985 0.067658 0.066634 -0.431405 0.341771 0.277910 normal* o 
ZTF18aaxsioa 117.651061 0.067658 0.066634 -0.329851 0.334417 0.272979 normal* o 
ZTF18aaxvpsw 4.097350 0.558994 0.478052 0.078228 0.222218 0.199484 normal o 
ZTF18aaxvpsw 5.042029 0.558994 0.478052 0.231870 0.178918 0.165862 normal o 
ZTF18aaxvpsw 5.942093 0.558994 0.478052 0.006224 0.126484 0.117914 normal o 
ZTF18aaxvpsw 7.772521 0.558994 0.478052 -0.212209 0.055411 0.053335 normal o 
ZTF18aaxvpsw 8.696798 0.558994 0.478052 -0.107613 0.063206 0.061244 normal o 
ZTF18aaxvpsw 9.590731 0.558994 0.478052 -0.074470 0.055612 0.053819 normal o 
ZTF18aaxvpsw 10.518502 0.558994 0.478052 -0.219982 0.042143 0.041446 normal o 
ZTF18aaxvpsw 11.422962 0.558994 0.478052 -0.086717 0.043058 0.041985 normal o 
ZTF18aaxvpsw 12.345785 0.558994 0.478052 -0.183427 0.058230 0.056469 normal o 
ZTF18aaxvpsw 13.266419 0.558994 0.478052 -0.185052 0.041977 0.041195 normal o 
ZTF18aaxvpsw 14.192117 0.558994 0.478052 -0.233967 0.040797 0.039668 normal o 
ZTF18aaxvpsw 15.075656 0.558994 0.478052 -0.208849 0.038636 0.037560 normal o 
ZTF18aaxvpsw 16.926837 0.558994 0.478052 -0.192684 0.036650 0.036136 normal o 
ZTF18aaxvpsw 18.750656 0.558994 0.478052 -0.151776 0.035920 0.035229 normal o 
ZTF18aaxvpsw 19.649015 0.558994 0.478052 -0.207176 0.053368 0.051518 normal o 
ZTF18aaxvpsw 20.581210 0.558994 0.478052 -0.217637 0.059515 0.058178 normal o 
ZTF18aaxvpsw 22.411670 0.558994 0.478052 -0.082713 0.053494 0.052498 normal o 
ZTF18aaxvpsw 24.226408 0.558994 0.478052 -0.330537 0.057087 0.056357 normal o 
ZTF18aaxvpsw 25.143365 0.558994 0.478052 -0.113012 0.082209 0.085367 normal o 
ZTF18aaxvpsw 26.058431 0.558994 0.478052 -0.151664 0.118499 0.125653 normal o 
ZTF18aaxvpsw 26.997898 0.558994 0.478052 -0.140575 0.108589 0.112836 normal o 
ZTF18aaxvpsw 27.896075 0.558994 0.478052 -0.204577 0.086883 0.083658 normal o 
ZTF18aaxvpsw 28.846244 0.558994 0.478052 -0.367363 0.133156 0.121623 normal o 
ZTF18aaxvpsw 29.746037 0.558994 0.478052 -0.167151 0.085348 0.081241 normal o 
ZTF18aaxvpsw 32.482354 0.558994 0.478052 -0.112821 0.080453 0.076281 normal o 
ZTF18aaxvpsw 33.408865 0.558994 0.478052 -0.049919 0.067185 0.065526 normal o 
ZTF18aaxvpsw 35.189556 0.558994 0.478052 0.035197 0.109588 0.107743 normal o 
ZTF18aaxvpsw 37.078021 0.558994 0.478052 0.488867 0.089783 0.091437 normal o 
ZTF18aaxvpsw 39.793667 0.558994 0.478052 0.392960 0.135180 0.148232 normal o 
ZTF18aaxvpsw 40.730889 0.558994 0.478052 0.375673 0.124979 0.130828 normal o 
ZTF18aaxvpsw 41.651329 0.558994 0.478052 0.406946 0.202349 0.203399 normal o 
ZTF18aaxvpsw 43.472287 0.558994 0.478052 0.379628 0.204803 0.233001 normal o 
ZTF18aaxvpsw 44.362499 0.558994 0.478052 0.262867 0.265194 0.331980 normal o 
ZTF18aaxvpsw 47.112578 0.558994 0.478052 0.468311 0.301591 0.377337 normal o 
ZTF18aaxvpsw 58.097646 0.558994 0.478052 -0.228347 0.320818 0.359152 normal o 
ZTF18aaxvpsw 59.046738 0.558994 0.478052 0.554561 0.358547 0.298803 normal o 
ZTF18aaxwjmp 4.039693 0.207525 0.200611 -0.165107 0.147327 0.141329 normal o 
ZTF18aaxwjmp 4.933416 0.207525 0.200611 0.053602 0.126556 0.124133 normal o 
ZTF18aaxwjmp 5.848548 0.207525 0.200611 -0.160112 0.083975 0.082003 normal o 
ZTF18aaxwjmp 7.722081 0.207525 0.200611 -0.238519 0.037218 0.036404 normal o 
ZTF18aaxwjmp 8.647578 0.207525 0.200611 -0.291425 0.043167 0.042886 normal o 
ZTF18aaxwjmp 9.553617 0.207525 0.200611 -0.189274 0.021395 0.021292 normal o 
ZTF18aaxwjmp 10.479256 0.207525 0.200611 -0.270923 0.026903 0.026631 normal o 
ZTF18aaxwjmp 11.387514 0.207525 0.200611 -0.134491 0.027987 0.027610 normal o 
ZTF18aaxwjmp 12.293086 0.207525 0.200611 -0.213910 0.017426 0.017554 normal o 
ZTF18aaxwjmp 13.254675 0.207525 0.200611 -0.237848 0.018937 0.019161 normal o 
ZTF18aaxwjmp 14.171930 0.207525 0.200611 -0.198581 0.023267 0.022765 normal o 
ZTF18aaxwjmp 15.073994 0.207525 0.200611 -0.196918 0.023402 0.022946 normal o 
ZTF18aaxwjmp 18.779846 0.207525 0.200611 -0.171504 0.015107 0.015182 normal o 
ZTF18aaxwjmp 19.699226 0.207525 0.200611 -0.124888 0.027099 0.026470 normal o 
ZTF18aaxwjmp 20.562941 0.207525 0.200611 -0.144827 0.016310 0.016429 normal o 
ZTF18aaxwjmp 21.533740 0.207525 0.200611 -0.136196 0.021852 0.022023 normal o 
ZTF18aaxwjmp 22.421847 0.207525 0.200611 -0.112668 0.020242 0.020352 normal o 
ZTF18aaxwjmp 23.329289 0.207525 0.200611 -0.136385 0.022942 0.022787 normal o 
ZTF18aaxwjmp 24.272673 0.207525 0.200611 -0.116980 0.028325 0.028603 normal o 
ZTF18aaxwjmp 25.179966 0.207525 0.200611 -0.108288 0.031899 0.032505 normal o 
ZTF18aaxwjmp 27.057068 0.207525 0.200611 -0.188491 0.051862 0.052922 normal o 
ZTF18aaxwjmp 27.946508 0.207525 0.200611 -0.128542 0.040508 0.040856 normal o 
ZTF18aaxwjmp 28.869370 0.207525 0.200611 -0.136501 0.039668 0.038945 normal o 
ZTF18aaxwjmp 30.733235 0.207525 0.200611 -0.059378 0.031167 0.030989 normal o 
ZTF18aaxwjmp 32.636844 0.207525 0.200611 -0.019416 0.055841 0.057557 normal o 
ZTF18aaxwjmp 33.490518 0.207525 0.200611 -0.022492 0.027320 0.027385 normal o 
ZTF18aaxwjmp 34.425343 0.207525 0.200611 -0.068375 0.034702 0.034607 normal o 
ZTF18aaxwjmp 35.336715 0.207525 0.200611 0.036230 0.049298 0.048708 normal o 
ZTF18aaxwjmp 36.246253 0.207525 0.200611 0.039853 0.031224 0.031704 normal o 
ZTF18aaxwjmp 37.170924 0.207525 0.200611 0.098848 0.035941 0.036088 normal o 
ZTF18aaxwjmp 39.113796 0.207525 0.200611 0.394609 0.103857 0.109983 normal o 
ZTF18aaxwjmp 39.942937 0.207525 0.200611 0.224525 0.052507 0.053084 normal o 
ZTF18aaxwjmp 40.892819 0.207525 0.200611 0.499283 0.063840 0.066772 normal o 
ZTF18aaxwjmp 41.792045 0.207525 0.200611 0.348910 0.054827 0.055137 normal o 
ZTF18aaxwjmp 42.710507 0.207525 0.200611 0.427286 0.056273 0.057914 normal o 
ZTF18aaxwjmp 43.674374 0.207525 0.200611 0.358228 0.111424 0.121447 normal o 
ZTF18aaxwjmp 44.571726 0.207525 0.200611 0.595974 0.114075 0.122917 normal o 
ZTF18aaxwjmp 46.507717 0.207525 0.200611 0.682886 0.084065 0.086635 normal o 
ZTF18aaxwjmp 47.328413 0.207525 0.200611 0.711838 0.111898 0.118055 normal o 
ZTF18aaxwjmp 48.246513 0.207525 0.200611 0.610494 0.104429 0.112862 normal o 
ZTF18aaxwjmp 49.188025 0.207525 0.200611 0.646910 0.096208 0.102667 normal o 
ZTF18aaxwjmp 50.053931 0.207525 0.200611 0.692972 0.120029 0.132534 normal o 
ZTF18aaxwjmp 51.056067 0.207525 0.200611 0.982186 0.210879 0.253772 normal o 
ZTF18aaxwjmp 51.922319 0.207525 0.200611 0.312758 0.172077 0.192449 normal o 
ZTF18aaxwjmp 52.814833 0.207525 0.200611 0.510583 0.262054 0.332655 normal o 
ZTF18aaxwjmp 53.780149 0.207525 0.200611 0.483210 0.229860 0.273309 normal o 
ZTF18aaxwjmp 54.690941 0.207525 0.200611 0.954800 0.301231 0.392427 normal o 
ZTF18aaxwjmp 55.603410 0.207525 0.200611 0.744565 0.283541 0.342573 normal o 
ZTF18aaxwjmp 56.584242 0.207525 0.200611 0.296041 0.218936 0.254793 normal o 
ZTF18aaxwjmp 57.465210 0.207525 0.200611 0.361009 0.134646 0.142720 normal o 
ZTF18aaxwjmp 58.359083 0.207525 0.200611 0.453141 0.149536 0.168829 normal o 
ZTF18aaxwjmp 59.296230 0.207525 0.200611 0.588563 0.130080 0.138346 normal o 
ZTF18aaxwjmp 61.206696 0.207525 0.200611 0.198041 0.329216 0.356943 normal o 
ZTF18aaxwjmp 69.433599 0.207525 0.200611 0.584390 0.303348 0.376542 normal o 
ZTF18aaxwjmp 74.955853 0.207525 0.200611 0.661140 0.272751 0.343959 normal o 
ZTF18aaxwjmp 75.878643 0.207525 0.200611 0.146936 0.177013 0.196985 normal o 
ZTF18aaxwjmp 76.797656 0.207525 0.200611 0.632031 0.288702 0.370576 normal o 
ZTF18aaxwjmp 77.728082 0.207525 0.200611 0.069521 0.260466 0.297675 normal o 
ZTF18aaxwjmp 86.020568 0.207525 0.200611 -0.178420 0.339167 0.307011 normal o 
ZTF18aaxwjmp 86.919594 0.207525 0.200611 0.302455 0.265667 0.298958 normal o 
ZTF18aaxwjmp 88.755509 0.207525 0.200611 0.214466 0.250438 0.274871 normal o 
ZTF18aaxwjmp 89.705724 0.207525 0.200611 0.706349 0.320035 0.417682 normal o 
ZTF18aaxwjmp 91.542869 0.207525 0.200611 0.499350 0.263686 0.293181 normal o 
ZTF18aaxwjmp 92.458334 0.207525 0.200611 0.416364 0.204676 0.219657 normal o 
ZTF18aaxwjmp 93.387568 0.207525 0.200611 0.459198 0.208759 0.230769 normal o 
ZTF18aaxwjmp 94.295422 0.207525 0.200611 0.899376 0.281964 0.331119 normal o 
ZTF18aaxwjmp 95.224857 0.207525 0.200611 0.352518 0.202130 0.216174 normal o 
ZTF18aaxwjmp 96.148419 0.207525 0.200611 0.544612 0.236055 0.263354 normal o 
ZTF18aaxwjmp 97.063419 0.207525 0.200611 0.303138 0.422427 0.485421 normal o 
ZTF18aaxwjmp 97.988869 0.207525 0.200611 0.458259 0.271765 0.312344 normal o 
ZTF18aaxwjmp 98.921620 0.207525 0.200611 0.188041 0.342735 0.358852 normal o 
ZTF18aaxwjmp 100.752264 0.207525 0.200611 0.206480 0.313356 0.345715 normal o 
ZTF18aaxwjmp 101.671966 0.207525 0.200611 0.222479 0.305288 0.325684 normal o 
ZTF18aayjvve 2.190958 0.431708 0.378926 0.151271 0.303543 0.292426 normal o 
ZTF18aayjvve 4.093569 0.431708 0.378926 0.083370 0.092333 0.095117 normal o 
ZTF18aayjvve 5.064748 0.431708 0.378926 -0.034702 0.078848 0.079170 normal o 
ZTF18aayjvve 5.996832 0.431708 0.378926 -0.192697 0.058782 0.058036 normal o 
ZTF18aayjvve 6.952267 0.431708 0.378926 -0.178698 0.036040 0.036728 normal o 
ZTF18aayjvve 7.890338 0.431708 0.378926 -0.154319 0.023234 0.023334 normal o 
ZTF18aayjvve 8.847394 0.431708 0.378926 -0.148523 0.025561 0.025503 normal o 
ZTF18aayjvve 9.801963 0.431708 0.378926 -0.172465 0.025948 0.026002 normal o 
ZTF18aayjvve 10.768027 0.431708 0.378926 -0.166662 0.016513 0.016585 normal o 
ZTF18aayjvve 11.703777 0.431708 0.378926 -0.156124 0.017354 0.017454 normal o 
ZTF18aayjvve 13.635155 0.431708 0.378926 -0.186938 0.012584 0.012551 normal o 
ZTF18aayjvve 15.525371 0.431708 0.378926 -0.171072 0.010759 0.010680 normal o 
ZTF18aayjvve 22.193208 0.431708 0.378926 -0.093710 0.034277 0.035864 normal o 
ZTF18aayjvve 24.129737 0.431708 0.378926 -0.154910 0.026739 0.027281 normal o 
ZTF18aayjvve 25.085608 0.431708 0.378926 -0.089407 0.025657 0.025627 normal o 
ZTF18aayjvve 26.987248 0.431708 0.378926 -0.135127 0.018116 0.017955 normal o 
ZTF18aayjvve 27.967153 0.431708 0.378926 -0.232830 0.017730 0.017294 normal o 
ZTF18aayjvve 28.920675 0.431708 0.378926 -0.216899 0.023226 0.023567 normal o 
ZTF18aayjvve 32.660657 0.431708 0.378926 -0.077407 0.031109 0.031213 normal o 
ZTF18aayjvve 37.457363 0.431708 0.378926 0.241616 0.022368 0.022781 normal o 
ZTF18aayjvve 38.424800 0.431708 0.378926 0.292695 0.045637 0.047502 normal o 
ZTF18aayjvve 46.986379 0.431708 0.378926 0.653841 0.079662 0.084742 normal o 
ZTF18aayjvve 47.951818 0.431708 0.378926 0.822641 0.090277 0.096937 normal o 
ZTF18aayjvve 48.915591 0.431708 0.378926 0.616217 0.149960 0.171961 normal o 
ZTF18aayjvve 49.877398 0.431708 0.378926 0.741636 0.118377 0.130095 normal o 
ZTF18aayjvve 50.826171 0.431708 0.378926 0.960635 0.230134 0.287924 normal o 
ZTF18aayjvve 52.711039 0.431708 0.378926 0.615396 0.179382 0.174039 normal o 
ZTF18aayjvve 53.687353 0.431708 0.378926 0.560508 0.196516 0.204891 normal o 
ZTF18aayjvve 56.536691 0.431708 0.378926 0.694684 0.161603 0.183958 normal o 
ZTF18aayjvve 57.514598 0.431708 0.378926 0.722167 0.078284 0.080110 normal o 
ZTF18aayjvve 59.358105 0.431708 0.378926 1.032963 0.210750 0.248187 normal o 
ZTF18aayjvve 62.240451 0.431708 0.378926 0.486752 0.111093 0.117508 normal o 
ZTF18aayjvve 67.946896 0.431708 0.378926 0.418861 0.180354 0.190989 normal o 
ZTF18aayjvve 70.812937 0.431708 0.378926 0.240701 0.166253 0.178141 normal o 
ZTF18aayjvve 74.660298 0.431708 0.378926 0.481444 0.241542 0.296989 normal o 
ZTF18aayjvve 86.091179 0.431708 0.378926 0.440189 0.227989 0.266806 normal o 
ZTF18aayjvve 93.717879 0.431708 0.378926 0.301982 0.264609 0.295131 normal o 
