3500.00000000	4.604947557307e-16
3501.02669405	3.449900872602e-16
3502.05338809	3.055916732077e-16
3503.08008214	2.377268111385e-16
3504.10677618	2.533904885063e-16
3505.13347023	2.739877092753e-16
3506.16016427	2.735215764565e-16
3507.18685832	2.888670870735e-16
3508.21355236	2.568064929732e-16
3509.24024641	2.555042592261e-16
3510.26694045	2.836759133073e-16
3511.29363450	2.499954481048e-16
3512.32032854	2.851832878463e-16
3513.34702259	3.286200373540e-16
3514.37371663	2.756550671622e-16
3515.40041068	2.442854666584e-16
3516.42710472	2.488371834890e-16
3517.45379877	2.572752198304e-16
3518.48049281	2.408629770955e-16
3519.50718686	2.402840300761e-16
3520.53388090	3.030826822086e-16
3521.56057495	2.933338888510e-16
3522.58726899	2.498535700861e-16
3523.61396304	2.612583393253e-16
3524.64065708	2.710011769824e-16
3525.66735113	2.824787645853e-16
3526.69404517	3.104929499476e-16
3527.72073922	3.493733504134e-16
3528.74743326	3.887845758393e-16
3529.77412731	3.499995989290e-16
3530.80082136	2.783505906982e-16
3531.82751540	2.672835758467e-16
3532.85420945	2.646352479278e-16
3533.88090349	2.955063960119e-16
3534.90759754	3.335877532408e-16
3535.93429158	3.118900249150e-16
3536.96098563	2.949612773707e-16
3537.98767967	3.036146718390e-16
3539.01437372	2.942059622098e-16
3540.04106776	2.439022371894e-16
3541.06776181	3.087568765129e-16
3542.09445585	3.388280019783e-16
3543.12114990	2.868428371482e-16
3544.14784394	2.770503951241e-16
3545.17453799	2.850528447724e-16
3546.20123203	2.582109000695e-16
3547.22792608	2.926277545406e-16
3548.25462012	3.746260495490e-16
3549.28131417	3.192851254703e-16
3550.30800821	2.471141596556e-16
3551.33470226	2.603751751289e-16
3552.36139630	2.206906095240e-16
3553.38809035	2.042898149687e-16
3554.41478439	3.041290061264e-16
3555.44147844	3.359148968540e-16
3556.46817248	2.966991242807e-16
3557.49486653	2.721020286463e-16
3558.52156057	2.855675761066e-16
3559.54825462	2.980386539472e-16
3560.57494867	3.077333430753e-16
3561.60164271	2.840307671727e-16
3562.62833676	2.834559229691e-16
3563.65503080	2.890971623978e-16
3564.68172485	2.990338647207e-16
3565.70841889	3.232147495407e-16
3566.73511294	3.568714978207e-16
3567.76180698	3.481760428727e-16
3568.78850103	3.508291088821e-16
3569.81519507	3.855002585258e-16
3570.84188912	3.302810424938e-16
3571.86858316	2.749336333192e-16
3572.89527721	2.909888251970e-16
3573.92197125	2.945391373257e-16
3574.94866530	3.075870975430e-16
3575.97535934	3.601909405317e-16
3577.00205339	3.183671270440e-16
3578.02874743	2.995853625787e-16
3579.05544148	3.408458462169e-16
3580.08213552	3.855759885653e-16
3581.10882957	3.772420313972e-16
3582.13552361	3.402463851183e-16
3583.16221766	3.435770245460e-16
3584.18891170	3.828814179414e-16
3585.21560575	3.869811632852e-16
3586.24229979	3.864757493135e-16
3587.26899384	3.514444253788e-16
3588.29568789	3.494725062078e-16
3589.32238193	4.179033186346e-16
3590.34907598	4.033461309937e-16
3591.37577002	3.950979888512e-16
3592.40246407	3.461763304331e-16
3593.42915811	3.198197885485e-16
3594.45585216	3.359343521420e-16
3595.48254620	3.311865207144e-16
3596.50924025	3.225653929075e-16
3597.53593429	3.447118104673e-16
3598.56262834	3.314422187854e-16
3599.58932238	3.058415479271e-16
3600.61601643	3.613328468237e-16
3601.64271047	4.088432160027e-16
3602.66940452	3.744747218190e-16
3603.69609856	3.574475066946e-16
3604.72279261	4.072684229351e-16
3605.74948665	4.200225156593e-16
3606.77618070	4.621108416545e-16
3607.80287474	4.558883788053e-16
3608.82956879	3.943968837989e-16
3609.85626283	4.151386030948e-16
3610.88295688	3.894679196695e-16
3611.90965092	3.756582650743e-16
3612.93634497	3.908420453379e-16
3613.96303901	3.649999700897e-16
3614.98973306	3.399799667866e-16
3616.01642710	4.073963778497e-16
3617.04312115	4.136871327303e-16
3618.06981520	3.657090160759e-16
3619.09650924	4.212082823761e-16
3620.12320329	4.205839661544e-16
3621.14989733	3.870512287918e-16
3622.17659138	3.578717907919e-16
3623.20328542	3.598420158969e-16
3624.22997947	4.323479832424e-16
3625.25667351	4.519634928255e-16
3626.28336756	3.920905719022e-16
3627.31006160	4.038996934946e-16
3628.33675565	4.182612959339e-16
3629.36344969	4.047745726499e-16
3630.39014374	4.132460932626e-16
3631.41683778	4.034062703330e-16
3632.44353183	4.157748836568e-16
3633.47022587	4.456421388797e-16
3634.49691992	4.717883518956e-16
3635.52361396	4.603447779595e-16
3636.55030801	4.106083267857e-16
3637.57700205	3.760132777584e-16
3638.60369610	3.876731362636e-16
3639.63039014	3.836820493650e-16
3640.65708419	3.760943017537e-16
3641.68377823	4.292324637135e-16
3642.71047228	4.402929669991e-16
3643.73716632	3.909590152940e-16
3644.76386037	4.295878205046e-16
3645.79055441	4.487458264172e-16
3646.81724846	4.380827404024e-16
3647.84394251	4.914870030565e-16
3648.87063655	3.940526707849e-16
3649.89733060	3.139812169129e-16
3650.92402464	3.871121092849e-16
3651.95071869	4.307061951626e-16
3652.97741273	4.332532232350e-16
3654.00410678	4.191304840867e-16
3655.03080082	4.354370594614e-16
3656.05749487	4.647519433236e-16
3657.08418891	3.842222975667e-16
3658.11088296	3.799992824592e-16
3659.13757700	4.667134069317e-16
3660.16427105	5.131345182103e-16
3661.19096509	5.110883513076e-16
3662.21765914	4.787016230528e-16
3663.24435318	4.000263441757e-16
3664.27104723	4.388189708522e-16
3665.29774127	4.656563627531e-16
3666.32443532	4.365324054111e-16
3667.35112936	4.623839568405e-16
3668.37782341	4.695611317003e-16
3669.40451745	4.470816713736e-16
3670.43121150	4.551912706897e-16
3671.45790554	4.389367613715e-16
3672.48459959	4.379403065184e-16
3673.51129363	4.408738198427e-16
3674.53798768	5.004241535621e-16
3675.56468172	4.858326875566e-16
3676.59137577	4.062444924508e-16
3677.61806982	4.492003654725e-16
3678.64476386	4.581569447963e-16
3679.67145791	4.122317977780e-16
3680.69815195	4.491099976449e-16
3681.72484600	4.394389724999e-16
3682.75154004	3.922073036302e-16
3683.77823409	3.823156264024e-16
3684.80492813	4.003423404045e-16
3685.83162218	4.411351824465e-16
3686.85831622	4.756409753770e-16
3687.88501027	3.788975837624e-16
3688.91170431	3.274928217897e-16
3689.93839836	3.642954769056e-16
3690.96509240	3.319762730586e-16
3691.99178645	3.778510480863e-16
3693.01848049	4.058674304404e-16
3694.04517454	3.987505537384e-16
3695.07186858	4.317050852354e-16
3696.09856263	4.631400925646e-16
3697.12525667	4.294883735426e-16
3698.15195072	3.970574672258e-16
3699.17864476	3.709530499919e-16
3700.20533881	3.680525444827e-16
3701.23203285	3.912302246558e-16
3702.25872690	4.314564810654e-16
3703.28542094	3.881143080802e-16
3704.31211499	3.619412811776e-16
3705.33880903	4.196436007643e-16
3706.36550308	3.907425454364e-16
3707.39219713	3.439409575457e-16
3708.41889117	3.468215313109e-16
3709.44558522	3.346842903305e-16
3710.47227926	3.866020631018e-16
3711.49897331	4.163993586972e-16
3712.52566735	3.595861325375e-16
3713.55236140	3.449425740058e-16
3714.57905544	3.473982548688e-16
3715.60574949	3.549611208873e-16
3716.63244353	3.733382947714e-16
3717.65913758	3.899307967053e-16
3718.68583162	4.067832054052e-16
3719.71252567	3.821369553901e-16
3720.73921971	3.891279418203e-16
3721.76591376	3.476803168403e-16
3722.79260780	3.313031995029e-16
3723.81930185	3.422417035744e-16
3724.84599589	3.428709696449e-16
3725.87268994	3.053372986257e-16
3726.89938398	2.501539226753e-16
3727.92607803	2.866408991996e-16
3728.95277207	3.353973067837e-16
3729.97946612	3.058124576393e-16
3731.00616016	3.178059941862e-16
3732.03285421	3.244585380144e-16
3733.05954825	3.032783997589e-16
3734.08624230	2.999423075566e-16
3735.11293634	2.969040797842e-16
3736.13963039	3.091676080830e-16
3737.16632444	3.119189299143e-16
3738.19301848	2.567542416283e-16
3739.21971253	2.804354299489e-16
3740.24640657	3.061235834288e-16
3741.27310062	2.629004979820e-16
3742.29979466	3.217231774601e-16
3743.32648871	3.331880330990e-16
3744.35318275	2.769166697976e-16
3745.37987680	2.526742427400e-16
