3403.42431641 2.68829046751271e-14
3404.42431641 7.70968710964506e-15
3405.42431641 2.04131145580683e-14
3406.42431641 3.16778192761304e-14
3407.42431641 3.31377923690722e-14
3408.42431641 1.36934692033272e-14
3409.42431641 2.35680755408818e-15
3410.42431641 8.42692157509506e-15
3411.42431641 -1.55457195595267e-15
3412.42431641 -5.40796909613865e-15
3413.42431641 -1.88603015719097e-14
3414.42431641 -2.46860823747757e-14
3415.42431641 -5.76471269198432e-15
3416.42431641 2.11543005741678e-14
3417.42431641 1.29057785373246e-14
3418.42431641 -7.46505044195087e-15
3419.42431641 -1.1108935359062e-14
3420.42431641 -2.27546575196557e-14
3421.42431641 -2.0966120346474e-14
3422.42431641 -9.86338696265174e-15
3423.42431641 -2.53207179988578e-15
3424.42431641 5.17447260576674e-15
3425.42431641 5.77690954290831e-15
3426.42431641 8.12294093208328e-15
3427.42431641 9.78558317479817e-16
3428.42431641 -4.45605187067411e-15
3429.42431641 -5.83364169213303e-15
3430.42431641 -4.7989397015686e-15
3431.42431641 -5.10187510592347e-15
3432.42431641 6.39483659507279e-15
3433.42431641 1.63030142364589e-14
3434.42431641 7.57402546577987e-15
3435.42431641 1.47521240150906e-14
3436.42431641 3.12449142893158e-14
3437.42431641 3.16257131973471e-14
3438.42431641 2.99903534623468e-14
3439.42431641 2.7511111742656e-14
3440.42431641 1.33693181647424e-14
3441.42431641 4.23804295422627e-15
3442.42431641 1.59479736003536e-14
3443.42431641 1.12867597619427e-14
3444.42431641 4.36565100882897e-15
3445.42431641 1.07375639277337e-14
3446.42431641 3.96465671775284e-15
3447.42431641 -2.07819914773669e-15
3448.42431641 -1.06389339290478e-15
3449.42431641 -1.41759296409626e-15
3450.42431641 -1.3803904300199e-15
3451.42431641 6.53595143705241e-15
3452.42431641 2.46611419131603e-15
3453.42431641 -1.47902015342014e-14
3454.42431641 -1.66348821687096e-15
3455.42431641 9.42142719363107e-15
3456.42431641 1.93517615228514e-15
3457.42431641 3.41743701140983e-15
3458.42431641 4.14094370289469e-16
3459.42431641 -1.16273982968458e-14
3460.42431641 8.67886633717905e-16
3461.42431641 1.25773355827961e-14
3462.42431641 1.58042016160185e-14
3463.42431641 1.03962079559244e-14
3464.42431641 1.88232807264005e-15
3465.42431641 1.31206470791205e-14
3466.42431641 1.78445210268375e-14
3467.42431641 1.74455092163744e-14
3468.42431641 2.37395196680873e-14
3469.42431641 1.82390147635599e-14
3470.42431641 2.03311742848168e-14
3471.42431641 2.77661906325239e-14
3472.42431641 1.56431416892299e-14
3473.42431641 6.19198618024902e-15
3474.42431641 7.54761159035269e-15
3475.42431641 9.36333259191069e-15
3476.42431641 7.27303061390716e-15
3477.42431641 4.72491622175862e-15
3478.42431641 3.20831156475456e-15
3479.42431641 6.2758695470815e-15
3480.42431641 1.07324918944456e-14
3481.42431641 1.28793121458547e-14
3482.42431641 1.47860104151784e-14
3483.42431641 1.29924503366194e-14
3484.42431641 7.23900106525122e-15
3485.42431641 5.67330936664611e-15
3486.42431641 1.065744223422e-14
3487.42431641 1.53036186967184e-14
3488.42431641 9.90774692513239e-15
3489.42431641 3.22053657952404e-15
3490.42431641 1.21374078458159e-14
3491.42431641 1.54002583797365e-14
3492.42431641 1.24888494389282e-14
3493.42431641 1.03238069677249e-14
3494.42431641 1.05723823386238e-14
3495.42431641 1.49857424782069e-14
3496.42431641 1.48508541754225e-14
3497.42431641 1.03712713059572e-14
3498.42431641 1.16428693536274e-14
3499.42431641 8.7768181801116e-15
3500.42431641 1.14162804169403e-14
3501.42431641 1.74578420160864e-14
3502.42431641 1.68840534272869e-14
3503.42431641 1.72951371513142e-14
3504.42431641 1.76572471243973e-14
3505.42431641 1.5651554420462e-14
3506.42431641 1.35032704961201e-14
3507.42431641 1.70779951730879e-14
3508.42431641 1.97952107993098e-14
3509.42431641 1.27914638177961e-14
3510.42431641 1.41084585962743e-14
3511.42431641 1.87345104029788e-14
3512.42431641 1.35180029401717e-14
3513.42431641 1.36894881484751e-14
3514.42431641 1.16852489530773e-14
3515.42431641 1.36581165892076e-14
3516.42431641 1.51236157250973e-14
3517.42431641 1.32597112543348e-14
3518.42431641 1.59446024092236e-14
3519.42431641 1.49913854117015e-14
3520.42431641 1.63269225884281e-14
3521.42431641 1.9790567364693e-14
3522.42431641 1.96778205031499e-14
3523.42431641 1.8206109227625e-14
3524.42431641 1.30711812020338e-14
3525.42431641 6.90665455938531e-15
3526.42431641 1.11624407362742e-14
3527.42431641 2.32637768369983e-14
3528.42431641 2.40306194810701e-14
3529.42431641 1.97934184775934e-14
3530.42431641 1.82090535141496e-14
3531.42431641 2.57283174528566e-14
3532.42431641 2.61644225301458e-14
3533.42431641 1.8854338459961e-14
3534.42431641 1.67134542154463e-14
3535.42431641 1.69161271768676e-14
3536.42431641 1.83169976988818e-14
