0.750,1.250,1.750,2.250,2.750,3.250,3.750,4.250,4.750,5.250,5.750,6.250,6.750,7.250,7.750,8.250,8.750,9.250,9.750,10.250,10.750,11.250,11.750,12.250,12.750,13.250,13.750,14.250,14.750,15.250,15.750,16.250,16.750,17.250,17.750,18.250,18.750,19.250,19.750,20.250,20.750,21.250,21.750,22.250,22.750,23.250,23.750,24.250,24.750,25.250,25.750,26.250,26.750,27.250,27.750,28.250,28.750,29.250,Wavelength
6.932811E-03,1.314657E-02,1.620857E-02,1.586362E-02,1.197490E-02,9.676532E-03,7.324282E-03,6.296512E-03,5.301186E-03,5.528466E-03,5.636768E-03,6.218670E-03,7.185292E-03,8.211040E-03,9.904254E-03,1.170393E-02,1.456361E-02,1.765661E-02,2.022349E-02,2.389823E-02,2.841650E-02,3.091398E-02,3.557736E-02,3.817413E-02,4.150594E-02,4.444172E-02,4.817650E-02,4.916131E-02,5.142268E-02,5.438636E-02,5.557135E-02,5.779172E-02,5.953426E-02,6.123417E-02,6.176207E-02,6.286113E-02,6.368604E-02,6.163628E-02,5.833814E-02,5.742684E-02,5.368875E-02,4.739253E-02,4.273017E-02,3.384726E-02,2.751032E-02,1.977798E-02,1.362529E-02,9.035294E-03,5.930979E-03,3.836725E-03,2.368609E-03,1.751067E-03,1.219494E-03,9.007627E-04,5.385786E-04,2.785421E-04,1.030033E-04,1.279337E-05,3.505000E+03
7.442470E-03,1.335762E-02,1.706342E-02,1.562002E-02,1.304302E-02,9.972419E-03,8.199327E-03,6.620190E-03,5.273550E-03,5.491960E-03,5.836295E-03,6.168232E-03,7.449806E-03,8.632442E-03,9.914203E-03,1.185535E-02,1.521320E-02,1.718213E-02,2.061463E-02,2.368524E-02,2.671353E-02,3.134285E-02,3.396018E-02,3.741766E-02,3.934010E-02,4.177257E-02,4.477989E-02,4.629232E-02,4.872611E-02,5.069041E-02,5.201746E-02,5.338053E-02,5.415206E-02,5.390364E-02,5.554536E-02,5.652744E-02,5.487081E-02,5.416079E-02,5.256925E-02,5.054619E-02,4.765114E-02,4.163395E-02,3.610746E-02,2.976562E-02,2.412250E-02,1.846760E-02,1.249099E-02,8.963805E-03,5.927082E-03,3.814631E-03,2.569766E-03,1.830324E-03,1.570300E-03,1.079600E-03,5.850760E-04,2.437293E-04,1.073185E-04,3.069975E-05,3.515000E+03
7.562860E-03,1.460614E-02,1.828589E-02,1.651751E-02,1.347312E-02,9.520791E-03,7.822590E-03,6.513202E-03,5.643157E-03,5.811346E-03,6.026638E-03,6.422917E-03,7.358858E-03,9.058744E-03,1.011599E-02,1.240669E-02,1.552906E-02,1.755919E-02,2.008077E-02,2.324913E-02,2.661425E-02,3.023519E-02,3.290322E-02,3.530245E-02,3.856207E-02,4.142829E-02,4.312990E-02,4.554490E-02,4.718948E-02,4.815345E-02,5.032074E-02,5.003664E-02,5.115569E-02,5.106202E-02,5.272833E-02,5.201600E-02,5.058753E-02,4.943707E-02,4.858607E-02,4.630437E-02,4.313847E-02,3.834038E-02,3.413674E-02,2.689935E-02,2.270538E-02,1.792286E-02,1.253993E-02,8.357339E-03,5.592076E-03,3.705295E-03,2.521496E-03,2.011847E-03,1.615071E-03,1.028275E-03,6.654148E-04,2.417284E-04,7.256649E-05,6.548541E-05,3.525000E+03
7.490000E-03,1.533871E-02,1.903725E-02,1.796090E-02,1.464758E-02,9.671018E-03,8.002228E-03,6.699519E-03,6.072731E-03,5.507817E-03,5.640227E-03,6.689448E-03,7.561444E-03,9.355431E-03,1.065882E-02,1.300908E-02,1.549883E-02,1.758448E-02,2.194674E-02,2.460013E-02,2.801296E-02,3.029611E-02,3.321844E-02,3.661856E-02,3.888561E-02,4.105008E-02,4.259252E-02,4.380936E-02,4.649027E-02,4.683856E-02,4.861454E-02,4.929319E-02,5.019038E-02,4.959609E-02,4.923169E-02,5.020019E-02,4.923049E-02,4.798183E-02,4.707821E-02,4.537370E-02,4.105730E-02,3.777515E-02,3.261193E-02,2.730918E-02,2.287117E-02,1.701944E-02,1.133515E-02,8.269616E-03,5.622280E-03,3.654023E-03,2.549944E-03,2.029427E-03,1.483793E-03,1.103776E-03,5.676656E-04,2.187257E-04,1.334706E-04,1.189463E-05,3.535000E+03
7.139075E-03,1.543154E-02,1.984301E-02,1.916583E-02,1.513337E-02,1.050153E-02,7.797131E-03,7.410375E-03,6.478837E-03,5.805722E-03,6.087036E-03,6.480721E-03,7.538329E-03,8.629672E-03,1.142036E-02,1.387348E-02,1.658615E-02,1.929404E-02,2.249170E-02,2.611725E-02,2.934245E-02,3.179401E-02,3.458961E-02,3.758564E-02,3.969923E-02,4.126478E-02,4.312705E-02,4.535110E-02,4.659960E-02,4.596491E-02,4.790000E-02,4.884547E-02,4.899743E-02,4.901700E-02,4.933465E-02,4.952395E-02,4.884225E-02,4.798075E-02,4.624023E-02,4.502242E-02,4.190578E-02,3.661120E-02,3.349040E-02,2.721090E-02,2.258929E-02,1.783125E-02,1.162259E-02,8.100375E-03,5.389275E-03,3.818141E-03,2.636578E-03,2.177685E-03,1.516392E-03,1.087445E-03,6.633714E-04,3.146816E-04,1.211913E-04,1.424154E-05,3.545000E+03
7.899330E-03,1.524237E-02,2.018786E-02,1.981193E-02,1.572084E-02,1.091051E-02,8.035147E-03,7.531632E-03,6.370634E-03,5.895629E-03,6.009192E-03,6.466402E-03,7.466644E-03,9.571571E-03,1.143131E-02,1.435526E-02,1.780150E-02,2.092380E-02,2.411939E-02,2.714730E-02,3.187190E-02,3.409813E-02,3.655943E-02,3.977840E-02,4.202550E-02,4.317482E-02,4.501134E-02,4.710225E-02,4.789237E-02,4.907659E-02,4.934619E-02,4.915575E-02,4.938603E-02,4.912342E-02,4.926243E-02,4.958458E-02,4.899176E-02,4.790375E-02,4.661861E-02,4.482488E-02,4.263478E-02,3.804112E-02,3.396746E-02,2.856009E-02,2.332159E-02,1.766976E-02,1.219117E-02,8.542331E-03,5.549144E-03,4.132896E-03,2.796029E-03,2.096771E-03,1.540134E-03,1.268264E-03,6.173638E-04,2.975883E-04,8.843254E-05,7.841888E-06,3.555000E+03
7.460597E-03,1.686092E-02,2.070246E-02,2.088610E-02,1.706673E-02,1.256583E-02,8.859814E-03,7.582633E-03,6.300258E-03,6.142427E-03,6.457425E-03,6.704199E-03,8.124733E-03,9.447271E-03,1.184844E-02,1.491817E-02,1.903936E-02,2.282047E-02,2.584891E-02,2.974498E-02,3.413561E-02,3.721759E-02,3.967005E-02,4.312626E-02,4.395237E-02,4.698983E-02,4.834947E-02,4.810551E-02,4.910284E-02,5.059698E-02,5.063595E-02,5.004977E-02,5.053100E-02,4.876242E-02,5.120952E-02,5.086173E-02,4.977779E-02,4.815626E-02,4.697619E-02,4.543975E-02,4.296702E-02,3.943144E-02,3.570453E-02,2.963249E-02,2.448122E-02,1.980828E-02,1.333340E-02,9.244792E-03,6.408042E-03,4.053221E-03,3.191877E-03,2.340705E-03,1.886194E-03,1.295669E-03,6.033574E-04,2.692335E-04,1.186481E-04,9.262190E-06,3.565000E+03
7.532516E-03,1.747326E-02,2.288769E-02,2.155567E-02,1.877239E-02,1.337815E-02,9.960694E-03,7.860227E-03,6.432071E-03,5.938386E-03,6.586543E-03,7.326615E-03,8.242949E-03,9.919431E-03,1.311529E-02,1.572210E-02,2.006160E-02,2.406231E-02,2.830042E-02,3.277574E-02,3.654308E-02,4.111480E-02,4.326252E-02,4.714628E-02,4.788112E-02,5.147595E-02,5.242055E-02,5.198315E-02,5.416409E-02,5.407293E-02,5.387798E-02,5.365945E-02,5.345373E-02,5.172676E-02,5.215312E-02,5.206962E-02,5.142399E-02,4.969807E-02,4.923418E-02,4.699528E-02,4.425607E-02,4.021148E-02,3.648769E-02,3.157516E-02,2.627204E-02,2.005889E-02,1.374026E-02,9.565844E-03,6.404045E-03,4.414809E-03,2.768551E-03,2.070066E-03,1.793261E-03,1.265302E-03,6.290524E-04,3.160985E-04,1.294572E-04,1.630704E-05,3.575000E+03
7.394387E-03,1.671805E-02,2.310018E-02,2.305703E-02,1.884018E-02,1.442037E-02,1.043321E-02,7.548200E-03,7.062039E-03,6.179955E-03,6.947818E-03,7.119004E-03,8.825755E-03,1.013953E-02,1.286474E-02,1.627609E-02,2.137509E-02,2.465804E-02,2.976273E-02,3.469214E-02,3.978717E-02,4.334674E-02,4.692466E-02,5.042149E-02,5.489042E-02,5.522367E-02,5.554849E-02,5.689105E-02,5.797215E-02,5.843159E-02,5.946715E-02,5.881368E-02,5.743398E-02,5.728107E-02,5.487782E-02,5.532626E-02,5.400462E-02,5.313328E-02,5.161959E-02,4.935605E-02,4.619788E-02,4.216870E-02,3.812249E-02,3.206372E-02,2.714309E-02,2.132300E-02,1.552791E-02,1.012078E-02,6.936243E-03,4.561244E-03,3.037414E-03,2.349085E-03,1.993422E-03,1.362122E-03,5.345882E-04,3.166855E-04,1.042179E-04,7.909093E-06,3.585000E+03
